id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1271997346196476866,Ashton Court Belize: Garden Room - Single King,594432201,Kenneth,Belize,Belize Islands,17.73977,-88.02558,Private room,,1,0,,,7,363,0,
1272003004278580570,Ashton Court Belize: Terrace Room - Double Queen,594432201,Kenneth,Belize,Belize Islands,17.748327601655024,-88.02351649588803,Private room,662,1,1,2025-02-15,0.81,7,363,1,
1272006789186727093,Ashton Court Belize: Two Bedroom Terrace Suite,594432201,Kenneth,Belize,Belize Islands,17.74691,-88.02408,Private room,1741,1,0,,,7,363,0,
1272011222648472588,Ashton Court Belize: The Bunkhouse,594432201,Kenneth,Belize,Belize Islands,17.746658343830966,-88.02392881707298,Entire home/apt,1148,1,0,,,7,351,0,
1272015073015643013,Ashton Court Belize: Condo,594432201,Kenneth,Belize,Belize Islands,17.74600627687718,-88.02361509281998,Entire home/apt,2762,1,1,2025-02-19,0.91,7,363,1,
1272414542622232461,The Palm House near Placencia,465032252,Laura,Stann Creek,Stann Creek Mainland,16.61791,-88.35315,Entire home/apt,1251,1,0,,,7,351,0,
1272461702543032095,3 Cabana Rooms (The Mayan Garden),31878159,Elizabeth,Orange Walk,Orange Walk,18.03305559950377,-88.56113031506538,Entire home/apt,,1,3,2024-12-30,0.74,12,364,3,
1272522896914742041,Ocean Breeze Villa in San Pedro,88200158,Coleen,Belize,Belize Islands,18.038172316243404,-87.89459548573006,Entire home/apt,339,3,0,,,28,284,0,
1272673885503922889,Sea Horizon Suite #2,538998236,Wen Yuan,Belize,Belize Islands,17.909292679373088,-87.97353483662562,Private room,,1,0,,,6,363,0,
1272763204341686753,Seabreeze Poolside Retreat,88200158,Coleen,Belize,Belize Islands,18.037956248094225,-87.89643194818245,Entire home/apt,276,3,0,,,28,32,0,
1273156860178790843,Casa De Las Tortugas - 4BR House at Secret Beach,473525368,Kelin,Belize,Belize Islands,17.975456989259357,-87.9679808214968,Entire home/apt,990,2,1,2024-12-29,0.35,13,352,1,
1273299188608399062,Windy Woods Cabin,658456317,Melanie,Cayo,Cayo,17.27016,-89.00067,Entire home/apt,120,1,4,2025-03-04,1.21,1,346,4,
1273539438972997601,Poolside Paradise Villa,88200158,Coleen,Belize,Belize Islands,18.03473549266308,-87.89575381205692,Entire home/apt,364,3,0,,,28,287,0,
1273551787631912170,Villa with Poolside Views,88200158,Coleen,Belize,Belize Islands,18.037138848681543,-87.89594193131249,Entire home/apt,319,3,0,,,28,288,0,
1273563152210525915,Caribbean Waterfront Escape,88200158,Coleen,Belize,Belize Islands,18.036727360634018,-87.8948503989811,Entire home/apt,490,3,0,,,28,93,0,
1273571980027891043,Caribbean Beachside Haven,88200158,Coleen,Belize,Belize Islands,18.03709027853194,-87.895130050102,Entire home/apt,575,3,0,,,28,320,0,
1274211131849579876,Beach Front Suite,657931120,Kristy Marie,Stann Creek,Stann Creek Mainland,16.614919982833833,-88.35325762931237,Private room,959,1,0,,,6,329,0,
1274250649005255547,Ocean Breeze: Sea Side King Room,657931120,Kristy Marie,Stann Creek,Stann Creek Mainland,16.61222560678149,-88.35380599797006,Private room,749,1,0,,,6,350,0,
1275017684463991577,Hummingbird Estate Cabanas,359397344,Wilner,Stann Creek,Stann Creek Mainland,16.9627768,-88.2343879,Private room,145,1,2,2025-01-14,0.67,1,361,2,
1276858323068027797,Bernie's Belize Hideaway,659235347,Pamela,Belize,Belize Mainland,17.5236771,-88.2362186,Entire home/apt,678,5,0,,,1,352,0,
1276896522866983448,Deluxe Double Room: 2 Queen Beds,657931120,Kristy Marie,Stann Creek,Stann Creek Mainland,16.61302717107902,-88.35298135273894,Private room,854,1,0,,,6,359,0,
1276904313798538082,Pool Side King Room with SeaView,657931120,Kristy Marie,Stann Creek,Stann Creek Mainland,16.611933370802173,-88.35238695596979,Private room,801,1,0,,,6,345,0,
1276915040769475100,Sea View Apartment,657931120,Kristy Marie,Stann Creek,Stann Creek Mainland,16.612970570818742,-88.35430199757978,Private room,1289,1,0,,,6,336,0,
1277583055551411547,"TBS 37 Beachside-Resort Style with Pool, 1 Bedroom",261868426,Dwayne L,Stann Creek,Stann Creek Mainland,16.55796334,-88.36237636,Entire home/apt,307,2,1,2024-12-25,0.34,99,312,1,
1279696257151489053,1 BR  home with splash pool & sunset views,76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,17.00261217000284,-88.30913291935953,Entire home/apt,107,2,2,2025-03-01,1.18,204,362,2,
1279847071875019263,La Buena Vida - 2BR Secret Beach Off Grid Escape,473525368,Kelin,Belize,Belize Islands,17.97096,-87.96374,Entire home/apt,485,2,6,2025-02-23,1.78,13,343,6,
1279895832987473786,Gecko Casita (1 of 3 Casitas) - West Caye Casitas,473525368,Kelin,Belize,Belize Islands,17.96973,-87.96025,Entire home/apt,346,1,1,2025-02-25,1,13,353,1,
1279934216255826590,Lizard Casita (1 of 3 Casitas) - West Caye Casitas,473525368,Kelin,Belize,Belize Islands,17.96965,-87.96009,Entire home/apt,346,1,1,2025-02-24,1,13,353,1,
1279950169416371416,Iguana Casita (1 of 3 Casitas) - West Caye Casitas,473525368,Kelin,Belize,Belize Islands,17.9697,-87.96009,Entire home/apt,346,1,1,2025-02-24,1,13,353,1,
1280397707650784182,Los Buenos Amigos - 2 Bd home w/ 3 casitas 2 pools,473525368,Kelin,Belize,Belize Islands,17.97003,-87.95999,Entire home/apt,,1,0,,,13,341,0,
1280465656233356297,Cascade Palm - Luxury Villa Pool & King Bed,15273468,Alma,Cayo,Cayo,17.131144217416452,-89.04499594504153,Entire home/apt,374,2,10,2025-03-12,2.50,11,332,10,
1281062251778449582,Tropical Vacation Cottage! Sleeps 3 - 2 BEDS!,77534625,Wendy,Belize,Belize Islands,17.7363953581287,-88.03004287183285,Entire home/apt,149,2,10,2025-03-15,3.90,3,309,10,
1281067499385896738,Dulces Suenos Flamingo Casita,3104993,Shannon,Belize,Belize Islands,17.972985918256636,-87.95476588696908,Entire home/apt,227,1,1,2025-03-05,1,3,343,1,
1281075593428257139,Dulces Suenos Spoonbill Casita,3104993,Shannon,Belize,Belize Islands,17.973021529622482,-87.95591038103412,Entire home/apt,227,1,5,2025-03-08,1.15,3,339,5,
1281220697865908514,Modernly furnished apartment,436695616,Mohamed,Corozal,Corozal,18.413292260304754,-88.40226977687958,Entire home/apt,160,1,0,,,1,365,0,
1281336678837602201,Howler Jungle House and Cabana 1,190152663,Shanna,Belize,Belize Mainland,17.5702743264901,-88.41412467015955,Entire home/apt,525,1,1,2025-02-06,0.65,5,357,1,
1281576627794159609,Airconditioned Room 1 w/Shared Kitchen,107202270,Rafael,Cayo,Cayo,17.162729375346956,-89.07166039339296,Private room,67,1,12,2025-03-22,2.83,7,354,12,
1281590274491651879,Airconditioned Room 2 w/Shared Kitchen,107202270,Rafael,Cayo,Cayo,17.16271077135941,-89.07163357130281,Private room,,1,7,2025-02-20,1.83,7,342,7,
1281597551958418303,Airconditioned Room 3 w/Shared Kitchen,107202270,Rafael,Cayo,Cayo,17.16269539472743,-89.07164430013887,Private room,,1,13,2025-03-20,3.75,7,358,13,
1282470669864950508,Tropical Modern Luxury- 4BR Villa with Pool,546035747,Beth,Stann Creek,Stann Creek Mainland,16.53994291338858,-88.36541522294283,Entire home/apt,1998,1,1,2025-01-05,0.38,15,360,1,
1282699341549588151,2BR with pool and WiFI,76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,17.00367064130516,-88.30741337898803,Entire home/apt,379,2,1,2024-12-16,0.31,204,365,1,
1282739157251044201,4BR Luxury Retreat - Euphonia Seabird - Villa 22,546035747,Beth,Stann Creek,Stann Creek Mainland,16.539307959626935,-88.3639994640908,Entire home/apt,1182,1,2,2025-02-17,0.65,15,335,2,
1282765973466166061,PV 10A In Town- Dedicated workstation!,151270790,Nellie,Belize,Belize Islands,17.921541276527734,-87.9603631043578,Entire home/apt,309,3,5,2025-02-18,1.65,35,278,5,
1284806913604138835,1 Bedroom Apartment w/balcony,11827404,Jonathan,Cayo,Cayo,17.25933,-88.79196,Entire home/apt,117,1,2,2025-01-10,0.73,2,365,2,
1285098975698619204,1 Bedroom Apartment W/Balcony,11827404,Jonathan,Cayo,Cayo,17.25788,-88.79337,Entire home/apt,117,1,4,2024-12-30,1.02,2,365,4,
1285484184812948354,Howler Jungle House and Cabana 2,190152663,Shanna,Belize,Belize Mainland,17.57029,-88.40386,Entire home/apt,318,1,1,2025-01-12,0.42,5,361,1,
1285793161040687914,Majestic Palm - Luxury Villa Pool & King Bed NEW,15273468,Alma,Cayo,Cayo,17.13075,-89.04704,Entire home/apt,374,2,7,2025-03-18,1.84,11,332,7,
1285922161117509283,Coastal Bay Suite,369898505,Hotel Coastal Bay,Belize,Belize Islands,17.919043772997043,-87.96292528510094,Private room,270,1,2,2025-02-13,0.58,1,365,2,
1287096496531556632,Sunshine Suite-Blu Zen,480076646,Ernest,Belize,Belize Mainland,17.5677679,-88.4016041,Entire home/apt,565,3,1,2025-02-23,1,1,54,1,
1289063403988134023,Howler Jungle House and Cabanas 3,190152663,Shanna,Belize,Belize Mainland,17.57343363225376,-88.40389492395762,Entire home/apt,282,1,0,,,5,341,0,
1290149459238948438,Trop Bliss 5 mins to int. Auto. Quiet pri Rm & bth,573832127,Lore Lorease,Belize,Belize Mainland,17.56488191076989,-88.30762868116612,Private room,311,1,0,,,4,364,0,
1290593854196159071,Beautiful LaughingGull villa #23,546035747,Beth,Stann Creek,Stann Creek Mainland,16.54024719473947,-88.36307656087293,Entire home/apt,1211,1,4,2025-03-16,1.14,15,327,4,
1291427268677617410,Benjamin's Hillview Manor - Room 1,56346777,Terry,Cayo,Cayo,17.150551187424444,-89.07573110782869,Private room,,1,0,,,6,365,0,
1292304466527038671,Tropic Bliss 5 mins from the-international irport,573832127,Lore Lorease,Belize,Belize Mainland,17.565393783998818,-88.30818861722946,Private room,178,1,0,,,4,364,0,
1293811576022373130,Overnight Stay,557005684,Colville,Belize,Belize Mainland,17.49418335274499,-88.1893096665217,Entire home/apt,95,1,1,2025-02-01,0.59,2,361,1,
1294324801214580863,2 Bedroom Seafront Condo - A2,402636567,Carlos,Belize,Belize Islands,17.89224,-87.9792,Entire home/apt,664,3,0,,,23,338,0,
1294907892977192006,473) Tropical Oasis w/ Pool- sleeps 12!,390089294,Traverse,Belize,Belize Mainland,17.555878890134704,-88.31463159855046,Entire home/apt,656,1,0,,,1,175,0,
1294932946892870596,2 Cabana Rooms (The Mayan Garden),31878159,Elizabeth,Orange Walk,Orange Walk,18.033818326299183,-88.56089766973643,Entire home/apt,218,1,0,,,12,365,0,
1294955446821526281,4 Cabana Rooms (The Mayan Garden),31878159,Elizabeth,Orange Walk,Orange Walk,18.032812960855956,-88.56166679100173,Entire home/apt,476,1,0,,,12,365,0,
1294958712017223845,5 Cabana Rooms (The Mayan Garden),31878159,Elizabeth,Orange Walk,Orange Walk,18.033485465348562,-88.56212862262844,Entire home/apt,512,1,0,,,12,362,0,
1294961329107373486,Camp House,567960559,Ivette,Belize,Belize Mainland,17.48832094499752,-88.24030733783276,Private room,163,1,0,,,2,349,0,
1294977833132709748,1 single Bed in a Dormitory (The Mayan Garden),31878159,Elizabeth,Orange Walk,Orange Walk,18.032059361818174,-88.56026136710757,Shared room,45,1,2,2025-02-13,0.58,12,365,2,
1294981579701752284,6 Single Beds in Dormitory (The Mayan Garden),31878159,Elizabeth,Orange Walk,Orange Walk,18.03251325185369,-88.5607366548875,Shared room,274,1,0,,,12,365,0,
1294984763356761797,Berkshire Apartment Building,659898814,Jeronie,Cayo,Cayo,17.2543228,-88.7732274,Entire home/apt,133,1,4,2025-03-10,1.48,1,334,4,
1294986231001952713,8 single beds in Dormitory (The Mayan Garden),31878159,Elizabeth,Orange Walk,Orange Walk,18.03231,-88.56151,Shared room,363,1,0,,,12,365,0,
1294997664325615032,2 Single Beds in Dormitory (The Mayan Garden),31878159,Elizabeth,Orange Walk,Orange Walk,18.032316309440095,-88.56235315205043,Shared room,90,1,0,,,12,365,0,
1295008428621808261,Casa De Mama King & Queen Rooms,663333025,Alejandrina,Belize,Belize Mainland,17.576511756312108,-88.2991916295166,Private room,245,1,0,,,3,364,0,
1295030779022642359,Central Studio Apartment in Belize City (Sophair),8554313,Ricky,Belize,Belize Mainland,17.508360436154117,-88.19051321534423,Entire home/apt,121,3,5,2025-03-10,1.50,15,315,5,
1295072630117767013,Private Room in Modern Colonial House 1 Bed 1 Bath,149219311,Hipolito,Belize,Belize Mainland,17.49568293686352,-88.18257435576287,Private room,180,1,4,2025-02-22,1.48,4,177,4,
1296498881666459709,Hawksbill Studio at Secret Beach,473525368,Kelin,Belize,Belize Islands,17.9756,-87.96961,Private room,247,2,1,2025-01-03,0.37,13,356,1,
1296516825324925556,Leatherback Studio at Secret Beach,473525368,Kelin,Belize,Belize Islands,17.97794,-87.9688,Entire home/apt,247,2,0,,,13,0,0,
1296526175021787758,Loggerhead - 2BR House at Secret Beach,473525368,Kelin,Belize,Belize Islands,17.972253094601676,-87.9674583125321,Entire home/apt,495,2,1,2025-02-15,0.81,13,352,1,
1297258028847242428,Guesthouse Queen Room  w/AC @ All Seasons Belize,16831666,Tyler And Val,Stann Creek,Stann Creek Mainland,16.85239956823164,-88.28042866980155,Private room,121,1,5,2025-02-20,1.28,11,345,5,
1297953386889221839,14 Cedar A,129267628,Carola,Stann Creek,Stann Creek Mainland,16.967820849485854,-88.22112434224749,Entire home/apt,540,1,1,2025-01-01,0.37,3,344,1,
1297954432552345934,Guesthouse Two Twin Beds w/AC @ All Seasons Belize,16831666,Tyler And Val,Stann Creek,Stann Creek Mainland,16.850519214050642,-88.27894887639481,Private room,147,1,3,2025-03-04,1.06,11,359,3,
1297979230695530088,Guesthouse Full Room w/AC @ All Seasons Belize,16831666,Tyler And Val,Stann Creek,Stann Creek Mainland,16.851322365252393,-88.27925275811094,Private room,111,1,2,2025-03-01,0.95,11,346,2,
1298017714359360870,14 Cedar B,129267628,Carola,Stann Creek,Stann Creek Mainland,16.965530756727706,-88.22096797832717,Entire home/apt,755,1,0,,,3,341,0,
1298088189604157185,The Penthouse,666258719,Alden,Cayo,Cayo,17.242689127892362,-88.76402540370484,Entire home/apt,408,1,0,,,1,361,0,
1298671411256805112,14 Cedar Entire Property,129267628,Carola,Stann Creek,Stann Creek Mainland,16.967779253102048,-88.2209636318358,Entire home/apt,1427,1,0,,,3,338,0,
1300890948667017622,The Gabourel House - Blue Hole Suite,336405264,Ed & Flo,Belize,Belize Mainland,17.495897393635424,-88.18389054290404,Private room,183,1,1,2025-03-09,1,9,242,1,
1303140239558418809,South Beach Unit 2,392890027,Sherri,Belize,Belize Islands,17.728807844822594,-88.03707213870977,Entire home/apt,807,1,5,2025-02-16,1.74,1,348,5,
1303773530451770692,Ocean Front 2 Bedroom House,97306259,Chris,Stann Creek,Stann Creek Mainland,16.691809429996397,-88.31149584232789,Entire home/apt,376,1,0,,,2,350,0,
1303813214656927778,Vista de Azul & The Pool Club at Mahogany Bay,203551366,Elliott,Belize,Belize Islands,17.8976,-87.98312,Entire home/apt,832,2,7,2025-02-23,2.12,33,306,7,
1304454761935667133,2 Bedroom Beachfront Home in Hopkins Belize,665417216,Tamzin,Stann Creek,Stann Creek Mainland,16.837823869971515,-88.26884218662974,Entire home/apt,711,3,4,2025-03-21,2.55,1,347,4,
1304466938181189890,Rising Moon Villa - 3-Bedroom Beachfront w/ Pool,72483617,Kathleen,Stann Creek,Stann Creek Mainland,16.634773459446528,-88.33678784312808,Entire home/apt,1174,6,0,,,33,356,0,
1305256125796032171,Dormitory on huge jungle property with Maya site,2084006,Lower Dover Jungle Lodge,Cayo,Cayo,17.213937806150586,-88.94736782647433,Shared room,44,1,4,2025-02-21,1.29,7,359,4,
1305390690358335727,Garden View Apartment- Unit 5A,158852921,Isla Bonita,Belize,Belize Islands,17.913580128985725,-87.96859908164807,Private room,360,1,0,,,21,364,0,
1305396303541291714,Garden View Apartment - Unit 5B,158852921,Isla Bonita,Belize,Belize Islands,17.915127095879484,-87.96879280650302,Private room,360,1,0,,,21,364,0,
1305482845846172819,Casa Santiago,464489065,Alexia,Corozal,Corozal,18.359189217982035,-88.14138164047874,Entire home/apt,120,1,1,2024-12-29,0.35,1,363,1,
1306501728840174564,SeaView Grove,665844344,Ann Marie,Belize,Belize Mainland,17.511228,-88.20627879999999,Entire home/apt,331,2,3,2025-02-13,0.95,1,178,3,
1306643056040782345,VIVA 303 in the heart of San Pedro,32530511,Dominic,Belize,Belize Islands,17.920520733744485,-87.96172298465576,Entire home/apt,363,2,8,2025-03-02,2.70,5,351,8,
1306817212720445211,Tent on lagoon under mango tree,201000179,Jason,Belize,Belize Mainland,17.19079692210907,-88.33328576542964,Entire home/apt,24,1,0,,,2,364,0,
1307977215272258434,Paradise Palms,432056944,Crystal,Stann Creek,Stann Creek Mainland,16.704934885347008,-88.42641278667288,Entire home/apt,442,1,0,,,1,362,0,
1308183021608554317,Whiskey Run & Pool Club at Mahogany Bay,203551366,Elliott,Belize,Belize Islands,17.89799,-87.98198,Entire home/apt,467,2,9,2025-03-22,2.87,33,289,9,
1308231201200981278,1 Single Bed in Dormitory (The Mayan Garden),31878159,Elizabeth,Orange Walk,Orange Walk,18.033598030841,-88.56168727596665,Shared room,47,1,0,,,12,365,0,
1308702726334879441,Casa de Edwards,53829027,Barry,Corozal,Corozal,18.3361608,-88.3456471,Entire home/apt,260,3,0,,,1,358,0,
1308969314054647313,Happy Place,576976016,Amber,Stann Creek,Stann Creek Mainland,16.514466450810424,-88.36778516159613,Entire home/apt,636,1,2,2025-03-04,1.13,1,337,2,
1309501884687293524,the Belmopan Yellow House,139561027,Bedredin,Cayo,Cayo,17.2482904,-88.7616965,Entire home/apt,180,1,7,2025-03-22,2.14,1,88,7,
1309550320835460937,"TBS 37 Beachside-Resort Style with Pool, 2 Bedroom",261868426,Dwayne L,Stann Creek,Stann Creek Mainland,16.55775883,-88.362161,Entire home/apt,438,2,0,,,99,312,0,
1309550362244283320,TBS 37A Beachside Resort Condo-Pool-Studio unit,261868426,Dwayne L,Stann Creek,Stann Creek Mainland,16.55796334,-88.36237636,Entire home/apt,268,2,0,,,99,335,0,
1311711400483468009,Ocean View Condo C1 -3BR w/ pool,80778034,Emma,Belize,Belize Islands,17.890435772295923,-87.98044288053286,Entire home/apt,757,3,0,,,7,258,0,
1313136252836034180,King Suite Cabin Getaway on Large Fruit Farm,462323256,Nicole,Cayo,Cayo,17.269986034222416,-88.88897890298682,Entire home/apt,81,2,0,,,3,354,0,
1313293598560159126,Apt w/ complimentary ride to airport-Ladyville CP,372310608,Pamela,Belize,Belize Mainland,17.55473,-88.29218,Entire home/apt,147,1,23,2025-03-22,8.02,4,363,23,
1313358846294407283,Apt w/ complimentary ride to airport -Ladyville AH,372310608,Pamela,Belize,Belize Mainland,17.5547325,-88.2921815,Entire home/apt,147,1,21,2025-03-20,7.08,4,355,21,
1313736305093592449,Cozy Casita w/Tropical Garden Views & Shared Pools,348426210,StayFloreo,Belize,Belize Islands,17.970116615708257,-87.93121327484883,Entire home/apt,317,1,6,2025-03-18,2.28,32,353,6,
1313853534014597727,Villa Tres Cocos,144130330,BelizeIt,Belize,Belize Islands,17.939031827504554,-87.94936989218799,Entire home/apt,,1,1,2025-01-01,0.37,23,345,1,
1313863286896310357,"Villa + Boat, Pool and Captain",144130330,BelizeIt,Belize,Belize Islands,17.93869,-87.94961,Entire home/apt,1614,3,0,,,23,306,0,
1313943839293225717,Charming & Spacious APT Near Ocean-Starfish Villa,496204188,Ramon Alexander,Belize,Belize Mainland,17.51262,-88.21522,Entire home/apt,185,1,34,2025-03-21,10.85,2,325,34,
1314022232260395153,Charming & Spacious APT Near Ocean-Seahorse Villa,496204188,Ramon Alexander,Belize,Belize Mainland,17.51301,-88.2149,Entire home/apt,180,1,23,2025-03-18,7.50,2,337,23,
1314027838638969699,1 Bedroom Upper Floor - Ensure Properties Belize,667509750,Mary,Belize,Belize Mainland,17.5083215,-88.1937598,Private room,135,1,1,2025-01-03,0.37,6,351,1,
1314649101352713516,Martha's Standard King Room,98380882,Martha,Cayo,Cayo,17.157902225166044,-89.07071246153407,Private room,161,2,5,2025-03-01,1.88,5,359,5,
1314692403926634651,Newly Built Modern & Spacious Hm,345885,Melissa,Cayo,Cayo,17.22869354800175,-88.77264207751651,Entire home/apt,292,1,11,2025-03-08,3.79,6,157,11,
1314740793652269346,Blue Hole Diver’s Paradise on Long Caye,49166199,Madison Cinnamon,Belize,Belize Islands,17.22070751197644,-87.59207203754272,Private room,125,1,0,,,4,364,0,
1314797415624407919,Blue Hole Diver’s Paradise on Long Caye,49166199,Madison Cinnamon,Belize,Belize Islands,17.220400075391424,-87.59190037616577,Private room,159,1,1,2025-02-26,1,4,364,1,
1314806911636442396,Blue Hole Diver’s Paradise on Long Caye,49166199,Madison Cinnamon,Belize,Belize Islands,17.221771351167785,-87.5930127704936,Private room,159,1,0,,,4,364,0,
1314978909508063985,Lush Single Room,241061744,Alina,Belize,Belize Islands,17.75517305919749,-88.0249100265256,Private room,498,1,1,2024-12-29,0.35,11,349,1,
1315494313747012040,Mi Casita,110214476,Jessica,Cayo,Cayo,17.248729125579835,-88.76002297458231,Entire home/apt,135,1,1,2025-02-22,1,1,360,1,
1315659888727628188,Lush Single Room,241061744,Alina,Belize,Belize Islands,17.75503235832482,-88.02494593113354,Private room,498,1,0,,,11,348,0,
1315667089415787280,King Suite,241061744,Alina,Belize,Belize Islands,17.755600336594945,-88.0257481073194,Private room,781,1,1,2025-02-21,1,11,352,1,
1317414847778911951,2 Bedroom 1st Floor- Ensure Properties Belize,667509750,Mary,Belize,Belize Mainland,17.5083215,-88.1937598,Private room,,1,2,2025-01-01,0.71,6,348,2,
1317456207839531354,Gorgeous Oceanfront 3 BR/3 BA Villa w/Pool,668249882,John,Belize,Belize Islands,17.95498,-87.93967,Entire home/apt,1440,1,1,2025-01-02,0.37,3,310,1,
1317572829499480523,Kalypso’s Hideaway  (Shipwreck Cove) King Bed,28722395,Sarah,Belize,Belize Islands,17.73632,-88.03401,Entire home/apt,237,1,9,2025-03-16,4.35,5,342,9,
1318146687577372859,Coral Reef Casa + Private Hot Tub & Pool,203551366,Elliott,Belize,Belize Islands,17.89838,-87.9826,Entire home/apt,797,2,5,2025-03-03,1.92,33,315,5,
1319062192193029531,All-inclusive Sailing Vacations,668589127,Shannon,Stann Creek,Stann Creek Mainland,16.557581340208074,-88.36593659475098,Entire home/apt,5240,1,0,,,1,364,0,
1319855705868239638,Studio Apartment,655227319,Lucrecia,Belize,Belize Islands,17.74899,-88.02482,Entire home/apt,158,2,3,2025-01-27,1.20,2,244,3,
1320403120055694274,Beach Front- 3 Bedroom 3 Bathroom- Luxury House V1,314021211,Nick,Belize,Belize Islands,17.96442,-87.93112,Entire home/apt,1457,3,0,,,11,352,0,
1320433954346366057,"3 BR home with pool, deck & tropical garden",76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.55662,-88.3633,Entire home/apt,214,2,5,2025-03-07,3.33,204,359,5,
1321127393035986258,Casa Fuerte - Island Home close to town,144130330,BelizeIt,Belize,Belize Islands,17.90757,-87.97257,Entire home/apt,554,3,2,2025-03-07,2,23,356,2,
1321194277633347377,1 Bedroom - Ensure Properties Belize,667509750,Mary,Belize,Belize Mainland,17.5077,-88.19433,Private room,120,1,0,,,6,350,0,
1321201557871905998,Full House - Ensure Properties,667509750,Mary,Belize,Belize Mainland,17.50924,-88.19263,Private room,960,1,0,,,6,351,0,
1321379690535740059,2 bedroom Ground floor - Ensure Properties,667509750,Mary,Belize,Belize Mainland,17.50405,-88.18808,Private room,271,1,0,,,6,347,0,
1323133410990445234,Gran Martina's Abode  - Cozy apartment w/ WiFi&AC,336937933,Ronesto,Cayo,Cayo,17.15724,-89.07269,Entire home/apt,130,1,2,2025-03-16,1.87,5,345,2,
1323439958516349172,Capital Escape - Charming  bungalow with WiFi & AC,336937933,Ronesto,Cayo,Cayo,17.26274,-88.77894,Entire home/apt,176,1,4,2025-03-10,2.67,5,355,4,
1323605411559728325,2 BR cabin with mountain views & private balcony,76414486,Vacasa Belize,Cayo,Cayo,17.19496,-88.91576,Entire home/apt,222,2,0,,,204,365,0,
1323874445754885689,2 bedroom Guest House w/comp ride to the airport,372310608,Pamela,Belize,Belize Mainland,17.55473,-88.29218,Entire home/apt,118,1,21,2025-03-01,7.97,4,46,21,
1326140680809881981,Caye Caulker Condos Island View Ground Floor Rm #1,242590238,Barefoot Caye,Belize,Belize Islands,17.74794,-88.02309,Private room,270,1,1,2025-02-09,0.70,5,365,1,
1326175085880667804,Caye Caulker Condo Deluxe Island View Ground Rm #2,242590238,Barefoot Caye,Belize,Belize Islands,17.76201,-88.0272,Private room,328,1,1,2025-02-16,0.83,5,365,1,
1326266079349124677,Green Jay Cabin 1,670249117,Clara,Cayo,Cayo,17.13001,-89.05496,Entire home/apt,517,2,1,2025-03-02,1,2,365,1,
1326961787321516688,We rent hotel rooms & golf carts,670779925,Hotel Royal Blue,Belize,Belize Islands,17.92643,-87.95887,Private room,135,1,2,2025-02-23,1.54,1,365,2,
1327031747071241616,Private 1 Bed with Beach Access,8554313,Ricky,Belize,Belize Islands,17.73598,-88.02715,Entire home/apt,180,3,4,2025-03-07,3.64,15,320,4,
1327212251038070673,Oceanfront Villa in Maya Beach w/Private Pier+SUPs,50747753,Jimena,Stann Creek,Stann Creek Mainland,16.61851182802828,-88.35304079259035,Entire home/apt,533,2,0,,,1,292,0,
1327631713580672083,Belizean Beach Front Condo Tres Cocos Resort - 401,85339670,Tres Cocos Resort,Belize,Belize Islands,17.9346,-87.95329,Entire home/apt,627,1,1,2025-01-24,0.51,22,247,1,
1328243642561000231,Haven House,100219117,Elaine,Cayo,Cayo,17.21274,-88.93888,Entire home/apt,450,2,0,,,4,358,0,
1328394203313911630,Waterfront 4bdrm villa 24 with pool and dock.,546035747,Beth,Stann Creek,Stann Creek Mainland,16.54066,-88.3625,Entire home/apt,1211,1,0,,,15,339,0,
1329827316044226067,Ocean View Condo A2 -1BR w/ pool,80778034,Emma,Belize,Belize Islands,17.89142624896658,-87.98083753015095,Entire home/apt,484,3,0,,,7,167,0,
1330581666577160831,Maximum Beach Hotel,195798260,Theodore Alphonso,Corozal,Corozal,18.393972127241717,-88.38005979784477,Private room,480,1,1,2025-02-22,1,2,365,1,
1330651304727412254,Belize Reef Escape - Mahi Mahi Cabana,671946700,Belize Reef Escape,Belize,Belize Islands,17.55252,-88.07604,Private room,931,1,0,,,8,362,0,
1331393663561308616,Belize Reef Escape - Yellow Tail Snapper Cabana,671946700,Belize Reef Escape,Belize,Belize Islands,17.55264,-88.07515,Private room,760,2,0,,,8,364,0,
1331404854460511500,Chaleanor Hotel,16309281,Chadwick,Stann Creek,Stann Creek Mainland,16.96601896061333,-88.22002605396729,Private room,148,1,2,2025-02-22,1.25,2,182,2,
1331430971909561642,Central & Modern Studio in San Pedro Town Apt 102,8554313,Ricky,Belize,Belize Islands,17.923581958505768,-87.9599586537608,Entire home/apt,131,3,6,2025-03-22,2.61,15,319,6,
1332067980084143400,Upper Beach Front Cabana,18342411,Colleen Ann,Stann Creek,Stann Creek Mainland,16.688457729677275,-88.31057313148762,Entire home/apt,268,3,2,2025-02-07,1.05,4,324,2,
1332105393725495862,Beach Front Cabana,18342411,Colleen Ann,Stann Creek,Stann Creek Mainland,16.69054167558627,-88.31014305067033,Entire home/apt,240,3,0,,,4,364,0,
1332534943211640632,The Gathering Place,93634828,KayLynn,Cayo,Cayo,17.2513,-88.96891,Entire home/apt,200,1,0,,,3,339,0,
